Date,Open
2023-04-08,6300.0
2023-04-09,6300.0
2023-04-10,6275.0
2023-04-11,6325.0
2023-04-12,6325.0
2023-04-13,6300.0
2023-04-14,6275.0
2023-04-15,6275.0
2023-04-16,6275.0
2023-04-17,6325.0
2023-04-18,6400.0
2023-04-19,6400.0
2023-04-20,6400.0
2023-04-21,6400.0
2023-04-22,6400.0
2023-04-23,6400.0
2023-04-24,6400.0
2023-04-25,6400.0
2023-04-26,6400.0
2023-04-27,6475.0
2023-04-28,6425.0
2023-04-29,6425.0
2023-04-30,6425.0
2023-05-01,6425.0
2023-05-02,6475.0
2023-05-03,6775.0
2023-05-04,6600.0
2023-05-05,6650.0
2023-05-06,6650.0
2023-05-07,6650.0
2023-05-08,6700.0
2023-05-09,6875.0
2023-05-10,6850.0
2023-05-11,6900.0
2023-05-12,6800.0
2023-05-13,6800.0
2023-05-14,6800.0
2023-05-15,6725.0
2023-05-16,6725.0
2023-05-17,6825.0
2023-05-18,6825.0
2023-05-19,6800.0
2023-05-20,6800.0
2023-05-21,6800.0
2023-05-22,6950.0
2023-05-23,6900.0
2023-05-24,6950.0
2023-05-25,6975.0
2023-05-26,7100.0
2023-05-27,7100.0
2023-05-28,7100.0
2023-05-29,7200.0
2023-05-30,7175.0
2023-05-31,7175.0
2023-06-01,7175.0
2023-06-02,7175.0
2023-06-03,7175.0
2023-06-04,7175.0
2023-06-05,7200.0
2023-06-06,7275.0
2023-06-07,7425.0
2023-06-08,7500.0
2023-06-09,7325.0
2023-06-10,7325.0
2023-06-11,7325.0
2023-06-12,7450.0
2023-06-13,7475.0
2023-06-14,7475.0
2023-06-15,7450.0
